https://www.CryptoDataDownload.com
date,symbol,total_transactions,total_block_cnt,avg_block_difficulty,avg_secs_between_blocks,hashrate,avg_block_size_MB,avg_transactions_count_per_block,first_block,last_block
2021-01-25,btc,309102,140,2894470829865501,615.85,1.4522455467096138e+20,1.3805,2208,667528,667667
2021-01-24,btc,253971,139,2873647298715390,624.17,1.4328760527794817e+20,1.307,1827,667389,667527
2021-01-23,btc,308276,156,3214248331832281,547.4,1.627057110615838e+20,1.2899,1976,667233,667388
2021-01-22,btc,323868,141,2885038562613989,583.34,1.5172584456734497e+20,1.2832,2297,667092,667232
2021-01-21,btc,290754,129,2637749542961361,651.44,1.358659697550848e+20,1.313,2254,666963,667091
2021-01-20,btc,314809,141,2885038562613989,600.74,1.473312360188092e+20,1.2771,2233,666822,666962
2021-01-19,btc,325083,149,3049897909049074,577.53,1.5325375875125248e+20,1.2783,2182,666673,666821
2021-01-18,btc,313816,145,2967468235831531,596.31,1.4842584663633255e+20,1.3425,2164,666528,666672
2021-01-17,btc,271874,133,2720179216178904,641.55,1.3796089902162515e+20,1.3246,2044,666395,666527
2021-01-16,btc,308461,147,3008683072440302,581.04,1.5232689787061364e+20,1.3198,2098,666248,666394
2021-01-15,btc,344002,155,3173542418875387,543.17,1.6294783977547006e+20,1.3153,2219,666093,666247
2021-01-14,btc,338809,147,3008683072440302,587.66,1.5061009335959506e+20,1.2965,2305,665946,666092
2021-01-13,btc,319167,152,3111720163962231,567.09,1.56075398090874e+20,1.2649,2100,665794,665945
2021-01-12,btc,336627,148,3029290490744688,581.67,1.5216129380198144e+20,1.3242,2275,665646,665793
2021-01-11,btc,333958,154,3152935000571001,557.01,1.5889972910593733e+20,1.3373,2169,665492,665645
2021-01-10,btc,331865,159,3255972092092930,542.92,1.6302320621382166e+20,1.2827,2087,665333,665491
2021-01-09,btc,321389,139,2673158579237895,612.73,1.3577975418769095e+20,1.2609,2312,665194,665332
2021-01-08,btc,358526,148,2734140178100025,572.41,1.395588829580151e+20,1.295,2422,665046,665193
2021-01-07,btc,401744,168,3106132039066015,516.72,1.545999110560229e+20,1.2696,2391,664878,665045
2021-01-06,btc,397384,177,3273528376500711,481.4,1.6594312630831772e+20,1.2937,2245,664701,664877
2021-01-05,btc,354091,157,2901536515534721,549.11,1.4548049220031776e+20,1.2927,2255,664544,664700
2021-01-04,btc,373734,173,3199130004307513,501.05,1.5943373532626803e+20,1.3188,2160,664371,664543
2021-01-03,btc,359116,158,2920136108583020,536.51,1.4889696417315006e+20,1.2887,2273,664213,664370
2021-01-02,btc,297111,151,2789938957244924,572.22,1.3960477414518063e+20,1.3956,1968,664062,664212
2021-01-01,btc,258080,149,2752739771148325,581.51,1.3737366717187881e+20,1.3522,1732,663913,664061
2020-12-31,btc,344918,166,3068932852969416,513.6,1.5553863680170417e+20,1.2774,2078,663747,663912
2020-12-30,btc,338258,172,3180530411259213,502.3,1.590364181466895e+20,1.2566,1967,663575,663746
2020-12-29,btc,336311,152,2808538550293223,568.66,1.4047819004826762e+20,1.2766,2213,663423,663574
2020-12-28,btc,308983,160,2957335294679619,540.81,1.4771431332227154e+20,1.2966,1931,663263,663422
2020-12-27,btc,309005,148,2744514778084740,583.23,1.3748878772103171e+20,1.304,2088,663115,663262
2020-12-26,btc,273954,137,2539142923942344,623.16,1.2867888871035024e+20,1.3849,2000,662978,663114
2020-12-25,btc,303901,144,2669834103851141,589.58,1.3600818600149588e+20,1.2858,2110,662834,662977
2020-12-24,btc,269559,126,2333771069799949,685.18,1.1703235864819214e+20,1.2701,2139,662708,662833
2020-12-23,btc,338463,154,2856535789435137,549.18,1.4601456483239856e+20,1.2463,2198,662554,662707
2020-12-22,btc,324163,143,2651163935292741,607.11,1.3208206101934812e+20,1.3021,2267,662411,662553
2020-12-21,btc,269834,136,2520472755383944,635.47,1.2618720630895985e+20,1.3454,1984,662275,662410
2020-12-20,btc,282043,151,2800525283759938,569.09,1.4090441527306656e+20,1.344,1868,662124,662274
2020-12-19,btc,343536,158,2931216463668735,541.8,1.4800356033192247e+20,1.2656,2174,661966,662123
2020-12-18,btc,375549,157,2912546295110336,546.78,1.4665397882230366e+20,1.2715,2392,661809,661965
2020-12-17,btc,309481,129,2389781575475148,659.62,1.21567122398753e+20,1.2999,2399,661680,661808
2020-12-16,btc,315217,143,2651163935292741,601.61,1.3328802161346829e+20,1.3095,2204,661537,661679
2020-12-15,btc,320440,140,2595153429617543,615.57,1.302662230413443e+20,1.2925,2289,661397,661536
2020-12-14,btc,314350,145,2688504272409541,596.54,1.344210603380044e+20,1.1716,2168,661252,661396
2020-12-13,btc,276160,156,2967411037664829,545.48,1.5073841940342833e+20,1.1742,1770,661096,661251
2020-12-12,btc,295410,132,2509587268937029,635.0,1.2957378429455426e+20,1.2961,2238,660964,661095
2020-12-11,btc,304735,138,2624530197285289,623.09,1.3205102169212356e+20,1.3259,2208,660826,660963
2020-12-10,btc,313649,130,2471272959487608,662.52,1.2419161692492141e+20,1.3067,2413,660696,660825
2020-12-09,btc,321079,139,2643687352010000,619.73,1.32766047937184e+20,1.2758,2310,660557,660695
2020-12-08,btc,330970,144,2739473125633551,597.39,1.377310157545858e+20,1.2865,2298,660413,660556
2020-12-07,btc,300906,150,2854416053981811,579.72,1.4192993124440539e+20,1.2026,2006,660263,660412
2020-12-06,btc,258624,136,2586215887835870,633.5,1.29879829503767e+20,1.3486,1902,660127,660262
2020-12-05,btc,282599,144,2739473125633551,599.57,1.3722981936886366e+20,1.3423,1962,659983,660126
2020-12-04,btc,318894,144,2739473125633551,603.87,1.3625248955308383e+20,1.321,2215,659839,659982
2020-12-03,btc,346921,157,2988516137054782,552.78,1.488459200804618e+20,1.3102,2210,659682,659838
2020-12-02,btc,327019,131,2490430114212319,626.91,1.3124636056732008e+20,1.2566,2496,659551,659681
2020-12-01,btc,378068,152,2892730363431232,564.21,1.4583229423186026e+20,1.2772,2487,659399,659550
2020-11-30,btc,256551,113,2145601329167535,770.8,1.0674490373020611e+20,1.3185,2270,659286,659398
2020-11-29,btc,263573,150,2706182455793634,575.77,1.354831638629967e+20,1.1048,1757,659136,659285
2020-11-28,btc,293949,154,2692310562114430,557.96,1.3545339957544808e+20,1.3203,1909,658982,659135
2020-11-27,btc,322445,154,2692310562114430,548.73,1.3773150001139705e+20,1.2852,2094,658828,658981
2020-11-26,btc,323975,150,2621923357876144,572.34,1.3205135057924134e+20,1.2968,2160,658678,658827
2020-11-25,btc,361990,155,2709907363174001,557.8,1.3549275910666848e+20,1.2334,2335,658523,658677
2020-11-24,btc,333293,136,2375568143042144,639.08,1.18259857709971e+20,1.2716,2451,658387,658522
2020-11-23,btc,297840,147,2569132954697430,584.83,1.2923045054167956e+20,1.2295,2026,658240,658386
2020-11-22,btc,271125,174,3044246583305859,495.02,1.526750606179241e+20,0.9292,1558,658066,658239
2020-11-21,btc,311189,169,2956262578008001,509.67,1.4828672806929066e+20,1.1502,1841,657897,658065
2020-11-20,btc,348026,168,2938665776948430,506.27,1.4928351574707487e+20,1.2851,2072,657729,657896
2020-11-19,btc,311061,137,2393164944101715,617.11,1.2247030358347771e+20,1.3301,2271,657592,657728
2020-11-18,btc,362007,169,2956262578008001,511.21,1.478395404374856e+20,1.262,2142,657423,657591
2020-11-17,btc,347772,157,2745100965293144,544.19,1.3888047294452004e+20,1.2825,2215,657266,657422
2020-11-16,btc,311477,160,2709708030461232,529.32,1.3828221017251924e+20,1.2089,1947,657106,657265
2020-11-15,btc,252715,150,2501379161879967,573.6,1.2570163566254049e+20,1.2052,1685,656956,657105
2020-11-14,btc,273511,142,2367076925000506,599.55,1.20261163514123e+20,1.2902,1926,656814,656955
2020-11-13,btc,300040,139,2316713586170707,621.26,1.1605907909116645e+20,1.2766,2159,656675,656813
2020-11-12,btc,324855,160,2669256957979294,539.25,1.3371088569094368e+20,1.2476,2030,656515,656674
2020-11-11,btc,322277,147,2451015823050169,585.83,1.2307856568938743e+20,1.2972,2192,656368,656514
2020-11-10,btc,303270,147,2451015823050169,587.03,1.2282725599116743e+20,1.2257,2063,656221,656367
2020-11-09,btc,326383,185,3088951448227609,468.37,1.5394459792375746e+20,1.3707,1764,656036,656220
2020-11-08,btc,243047,138,2299925806560775,614.36,1.1736317229323783e+20,1.3721,1761,655898,656035
2020-11-07,btc,270901,146,2434228043440236,586.22,1.2299628052965673e+20,1.3592,1855,655752,655897
2020-11-06,btc,340351,153,2551742500709764,548.45,1.3146585003732614e+20,1.2726,2225,655599,655751
2020-11-05,btc,318668,147,2451015823050169,576.59,1.2505087550757878e+20,1.2818,2168,655452,655598
2020-11-04,btc,320697,159,2652469178369361,539.21,1.3371991753910906e+20,1.3423,2017,655293,655451
2020-11-03,btc,331673,140,2481140959468259,621.24,1.2340674538727804e+20,1.2826,2369,655153,655292
2020-11-02,btc,224609,95,1879749583477934,908.74,9.451268977204173e+19,1.3265,2364,655058,655152
2020-11-01,btc,276280,125,2479669663311318,689.16,1.2462670975479126e+20,1.2469,2210,654933,655057
2020-10-31,btc,275796,113,2239701631377965,759.95,1.1301836665608721e+20,1.2797,2441,654820,654932
2020-10-30,btc,268364,111,2199706959389072,768.99,1.1168910202697353e+20,1.2941,2418,654709,654819
2020-10-29,btc,276070,108,2139714951405734,806.5,1.0649399438038676e+20,1.2986,2556,654601,654708
2020-10-28,btc,261340,100,1979736263450165,857.96,1.0010716647700321e+20,1.2878,2613,654501,654600
2020-10-27,btc,251938,99,1959738927455719,879.6,9.764404823749643e+19,1.2995,2545,654402,654500
2020-10-26,btc,252494,110,2179709623394626,784.71,1.094522762823284e+20,1.3405,2295,654292,654401
2020-10-25,btc,242273,117,2319690975355749,737.09,1.1652355355406054e+20,1.3736,2071,654175,654291
2020-10-24,btc,306774,152,3019597735161362,567.94,1.5122696766046385e+20,1.338,2018,654023,654174
2020-10-23,btc,323869,131,2599653679277994,663.44,1.29458735184123e+20,1.2844,2472,653892,654022
2020-10-22,btc,339087,137,2719637695244671,633.32,1.356161539752781e+20,1.2839,2475,653755,653891
2020-10-21,btc,311292,130,2579656343283548,641.81,1.3382056223061801e+20,1.2972,2395,653625,653754
2020-10-20,btc,330563,144,2859619047205793,601.34,1.4282689420838637e+20,1.2263,2296,653481,653624
2020-10-19,btc,303929,125,2479669663311318,689.28,1.2460483800125705e+20,1.2756,2431,653356,653480
2020-10-18,btc,231557,120,2379682983339087,696.41,1.2332919754671717e+20,1.083,1930,653236,653355
2020-10-17,btc,275069,157,3046862539082509,549.9,1.5254796886094024e+20,1.0297,1752,653079,653235
2020-10-16,btc,324647,155,2971905426684442,550.08,1.5067624348582396e+20,1.2156,2094,652924,653078
2020-10-15,btc,340993,151,2894713077939391,560.29,1.479325821431075e+20,1.2614,2258,652773,652923
2020-10-14,btc,314541,149,2856116903566866,562.39,1.4737881988577354e+20,1.1365,2111,652624,652772
2020-10-13,btc,333215,166,3184184385733331,520.79,1.5915057198401628e+20,1.2578,2007,652458,652623
2020-10-12,btc,314174,149,2856116903566866,561.84,1.4752238276878134e+20,1.1842,2109,652309,652457
2020-10-11,btc,256096,140,2682434118890503,618.55,1.3399745070667586e+20,1.0669,1829,652169,652308
2020-10-10,btc,298486,143,2740328380449290,604.68,1.3707122546241597e+20,1.2982,2087,652026,652168
2020-10-09,btc,339343,142,2721030293263028,609.72,1.3593970130266363e+20,1.3135,2390,651884,652025
2020-10-08,btc,330227,162,3106992036988281,534.17,1.5516417278432e+20,1.2237,2038,651722,651883
2020-10-07,btc,370554,151,2894713077939391,563.3,1.4714122730402016e+20,1.2789,2454,651571,651721
2020-10-06,btc,317922,130,2489453247027877,667.3,1.2420854860372364e+20,1.3007,2446,651441,651570
2020-10-05,btc,294986,140,2682434118890503,604.29,1.371592653822075e+20,1.1998,2107,651301,651440
2020-10-04,btc,268019,158,3030197349471255,545.99,1.5182686090066405e+20,1.22,1696,651143,651300
2020-10-03,btc,310855,151,2897198460614550,566.03,1.4655641762394484e+20,1.3243,2059,650992,651142
2020-10-02,btc,315443,136,2607478614553095,627.54,1.3219192349353068e+20,1.2911,2319,650856,650991
2020-10-01,btc,304757,124,2375702737703931,697.12,1.1899756913973887e+20,1.3008,2458,650732,650855
2020-09-30,btc,351417,156,2993771742635035,553.26,1.49940548379761e+20,1.3244,2253,650576,650731
2020-09-29,btc,347696,141,2704051896573580,611.27,1.3571028140959477e+20,1.2743,2466,650435,650575
2020-09-28,btc,295476,129,2472276019724416,656.14,1.2642993655372821e+20,1.2442,2291,650306,650434
2020-09-27,btc,259382,152,2916513117018647,563.08,1.4732523911731973e+20,1.0157,1706,650154,650305
2020-09-26,btc,276162,150,2877883804210453,574.6,1.4437209391779434e+20,1.312,1841,650004,650153
2020-09-25,btc,353070,169,3244862275888296,510.83,1.623950099041513e+20,1.3481,2089,649835,650003
2020-09-24,btc,316552,137,2626793270957192,621.99,1.3337105829360104e+20,1.2584,2311,649698,649834
2020-09-23,btc,349938,142,2723366552977677,605.5,1.3700462992748901e+20,1.288,2464,649556,649697
2020-09-22,btc,312989,129,2472276019724416,673.48,1.2317550781742843e+20,1.2863,2426,649427,649555
2020-09-21,btc,297605,145,2781310522189968,585.56,1.4166859658716802e+20,1.2064,2052,649282,649426
2020-09-20,btc,259095,142,2701711308397830,599.26,1.3733074990001835e+20,1.094,1825,649140,649281
2020-09-19,btc,296357,149,2567207675277505,576.28,1.292789575133613e+20,1.2497,1989,648991,649139
2020-09-18,btc,325157,165,2844743640172371,514.68,1.4475198621019967e+20,1.1539,1971,648826,648990
2020-09-17,btc,348581,178,3070241611649449,484.94,1.5362716039905303e+20,1.2683,1958,648648,648825
2020-09-16,btc,342609,155,2671283662113080,551.03,1.3520163998061247e+20,1.3091,2210,648493,648647
2020-09-15,btc,332957,156,2688629659919009,552.27,1.3489844233087715e+20,1.1724,2134,648337,648492
2020-09-14,btc,354020,176,3035549616037590,491.77,1.514941474118848e+20,1.1605,2011,648161,648336
2020-09-13,btc,255110,162,2792705646754584,528.84,1.4087569641856013e+20,0.9385,1575,647999,648160
2020-09-12,btc,300152,170,2931473629202016,505.17,1.4747734490423306e+20,1.0605,1766,647829,647998
2020-09-11,btc,308323,138,2376401699412286,619.79,1.2020312540347644e+20,1.3286,2234,647691,647828
2020-09-10,btc,345981,158,2723321655530867,544.98,1.3670294578193184e+20,1.3333,2190,647533,647690
2020-09-09,btc,314864,149,2567207675277505,578.21,1.288468946229281e+20,1.1946,2113,647384,647532
2020-09-08,btc,332668,155,2671283662113080,555.95,1.3400464822540842e+20,1.2495,2146,647229,647383
2020-09-07,btc,327662,175,3035375231799956,494.17,1.5161757692236123e+20,1.2805,1872,647054,647228
2020-09-06,btc,262820,150,2616140962239927,562.97,1.3395133548569385e+20,1.4218,1752,646904,647053
2020-09-05,btc,325523,141,2458119024923422,609.53,1.2372021494036965e+20,1.2761,2309,646763,646903
2020-09-04,btc,298286,135,2352771066712418,638.57,1.18094086416708e+20,1.3,2210,646628,646762
2020-09-03,btc,310922,129,2247423108501415,655.36,1.1506817289283358e+20,1.2954,2410,646499,646627
2020-09-02,btc,317449,144,2510793004028924,599.15,1.2586397720919982e+20,1.2935,2205,646355,646498
2020-09-01,btc,376508,154,2686372934380597,550.36,1.370213633160052e+20,1.274,2445,646201,646354
2020-08-31,btc,302920,150,2616140962239927,577.62,1.3055527652990714e+20,1.1713,2019,646051,646200
2020-08-30,btc,269114,127,2212307122431080,683.03,1.1040629708290949e+20,1.3105,2119,645924,646050
2020-08-29,btc,292783,146,2545908990099258,590.15,1.277824037193089e+20,1.3283,2005,645778,645923
2020-08-28,btc,352722,163,2844394871697103,519.46,1.4517109254392798e+20,1.3021,2164,645615,645777
2020-08-27,btc,328157,129,2247423108501415,670.83,1.1241479457862527e+20,1.2688,2544,645486,645614
2020-08-26,btc,324184,142,2475677017958589,599.01,1.2589334392127568e+20,1.3025,2283,645344,645485
2020-08-25,btc,304409,128,2229865115466247,672.39,1.1215436564377403e+20,1.3181,2378,645216,645343
2020-08-24,btc,329133,149,2566853052741284,564.94,1.3185525726473285e+20,1.1662,2209,645067,645215
2020-08-23,btc,288728,157,2643857164095671,550.76,1.3216415716248297e+20,1.2519,1839,644910,645066
2020-08-22,btc,311699,136,2287953315082792,631.9,1.1519200842903133e+20,1.3183,2292,644774,644909
2020-08-21,btc,314297,155,2609961559427778,542.9,1.3407769228954223e+20,1.3444,2028,644619,644773
2020-08-20,btc,333683,146,2457431338422259,570.16,1.2766667752094527e+20,1.2653,2286,644473,644618
2020-08-19,btc,333879,138,2321848919750686,621.58,1.1710584311830197e+20,1.2941,2419,644335,644472
2020-08-18,btc,346036,140,2355744524418579,620.51,1.1730699574623909e+20,1.2452,2472,644195,644334
2020-08-17,btc,292944,125,2101527489409380,679.97,1.0704957349326668e+20,1.2683,2344,644070,644194
2020-08-16,btc,285069,152,2559118152425938,562.85,1.2932496495198663e+20,1.1475,1875,643918,644069
2020-08-15,btc,313760,156,2626909361761725,543.4,1.3395336172869555e+20,1.2299,2011,643762,643917
2020-08-14,btc,365679,167,2813335187435137,518.22,1.4046292456430698e+20,1.2647,2190,643595,643761
2020-08-13,btc,325346,147,2474379140756205,584.18,1.2460139390384074e+20,1.2071,2213,643448,643594
2020-08-12,btc,346405,157,2643857164095671,553.26,1.3156694692364801e+20,1.3003,2206,643291,643447
2020-08-11,btc,349952,154,2593013757093832,556.18,1.3087618878660431e+20,1.2851,2272,643137,643290
2020-08-10,btc,308367,137,2294576323009916,629.14,1.151798121326218e+20,1.2491,2251,643000,643136
2020-08-09,btc,268402,156,2611372049790292,540.71,1.338236195148286e+20,1.251,1721,642844,642999
2020-08-08,btc,283631,142,2375506187228588,603.35,1.199304281736933e+20,1.3273,1997,642702,642843
2020-08-07,btc,326499,152,2543981803344090,568.89,1.2719516014740018e+20,1.302,2148,642550,642701
2020-08-06,btc,356612,156,2611372049790292,549.54,1.3167434726734352e+20,1.277,2286,642394,642549
2020-08-05,btc,291814,129,2156487886278435,663.65,1.0903322007588315e+20,1.268,2262,642265,642393
2020-08-04,btc,329032,145,2426048872063239,595.06,1.2160021197597472e+20,1.3109,2269,642120,642264
2020-08-03,btc,333753,162,2712457419459593,531.11,1.3624198515210687e+20,1.3269,2060,641958,642119
2020-08-02,btc,287869,141,2358658625617038,613.28,1.1798834903100996e+20,1.3531,2042,641817,641957
2020-08-01,btc,296705,137,2291268379170837,620.43,1.166290117672577e+20,1.2878,2166,641680,641816
2020-07-31,btc,356906,153,2560829364955641,560.84,1.2901978196697784e+20,1.2999,2333,641527,641679
2020-07-30,btc,327789,135,2257573255947736,625.42,1.1569819944418972e+20,1.2871,2428,641392,641526
2020-07-29,btc,346521,148,2476591556897889,568.05,1.2738167923005073e+20,1.283,2341,641244,641391
2020-07-28,btc,354742,145,2426048872063239,584.44,1.2381088848500217e+20,1.2806,2446,641099,641243
2020-07-27,btc,326769,149,2561718173261753,574.2,1.2947006714122088e+20,1.2851,2193,640950,641098
2020-07-26,btc,298580,158,2723313972985021,540.98,1.37713335657222e+20,1.3436,1890,640792,640949
2020-07-25,btc,293883,142,2445778791024764,610.96,1.2193880064891904e+20,1.3708,2070,640650,640791
2020-07-24,btc,369432,161,2775351819602570,531.93,1.400578711764714e+20,1.3142,2295,640489,640649
2020-07-23,btc,336245,136,2341703097789668,638.99,1.1659021401683801e+20,1.2937,2472,640353,640488
2020-07-22,btc,364792,144,2480470688769796,594.57,1.2530186522414957e+20,1.2607,2533,640209,640352
2020-07-21,btc,312871,125,2150897660191991,684.51,1.0883769963792604e+20,1.2903,2503,640084,640208
